Crop_Type,Soil_Type,Region,Season,Irrigation,Fertilizer,Rainfall,Temperature,Humidity,Nitrogen,Yield
Maize,Sandy,West,Rabi,Flood,Chemical,156,24.7,85.8,58,5.75
Cotton,Loamy,West,Kharif,Sprinkler,Organic,127.9,30.2,58.1,47,4.07
Maize,Silty,North,Zaid,Flood,Mixed,118.5,32.2,59.4,85,6.4
Cotton,Silty,South,Rabi,Flood,Chemical,152.1,31.4,,93,7.55
Maize,Sandy,North,Zaid,Drip,Mixed,119.5,26.4,50.2,95,5.17
Cotton,Sandy,North,Zaid,Flood,Organic,36.8,17.3,71.7,40,4.25
Cotton,Sandy,West,Kharif,Flood,Mixed,22.8,28.6,70.4,96,2.31
Rice,Silty,West,Kharif,Drip,Organic,174.5,32.9,83.4,102,7.34
Rice,Silty,West,Kharif,Drip,Chemical,173.1,31.9,80.5,97,5.7
Cotton,Clay,West,Rabi,Drip,Mixed,196.1,,96.8,82,7.31
Rice,Clay,East,Kharif,,Chemical,129.4,22.2,67.1,41,3.85
Maize,Sandy,East,Zaid,,Organic,84.8,,64.9,,4.73
Wheat,Loamy,West,Rabi,Flood,Mixed,115.3,34.7,52.4,91,4.67
Maize,Silty,East,Zaid,Sprinkler,Mixed,130.4,21.3,76.4,85,5.31
Maize,Silty,East,Zaid,Drip,Organic,94.8,22.4,69.4,85,6.45
Cotton,Sandy,North,Zaid,Sprinkler,Organic,187.7,30.8,75.8,81,6.24
Maize,Clay,East,Kharif,Drip,Organic,208.4,25.3,54.3,84,8.44
Rice,Clay,West,Kharif,Flood,Organic,146.7,22.3,72.2,,5.05
Sugarcane,Clay,East,Kharif,Drip,Chemical,129.6,33.1,70.5,88,6.71
Maize,Sandy,South,Zaid,Flood,Organic,84.7,28.8,69.7,62,3.16
Sugarcane,Silty,North,Zaid,Sprinkler,Mixed,184.1,25.5,59.8,79,6.07
Cotton,Sandy,North,Kharif,Drip,Organic,132.7,22.4,82.3,73,4.88
Maize,Silty,East,Zaid,Flood,Chemical,119.9,35.2,92.6,97,6.72
Sugarcane,Silty,East,Kharif,Sprinkler,Chemical,146.8,26.9,54.7,111,6.57
Wheat,Sandy,West,Kharif,Flood,Chemical,109.5,32.6,76.6,90,3.6
Sugarcane,Clay,West,Rabi,Sprinkler,Organic,135.1,30.6,33.5,50,3.87
Sugarcane,Sandy,South,Kharif,Flood,Chemical,79.5,24.9,76,93,4.18
Maize,Clay,West,Kharif,Sprinkler,Chemical,168,24.9,45.6,65,6.5
Cotton,Sandy,East,Zaid,Drip,Chemical,126.3,,61.7,43,5.22
Maize,Silty,South,Zaid,Drip,Mixed,170.6,32.9,52.2,55,5.24
Rice,Clay,West,Rabi,Sprinkler,Chemical,123,19.5,65.4,119,5.56
Cotton,Sandy,North,Kharif,Sprinkler,Chemical,125.2,29.2,78.1,74,5.87
Rice,Loamy,East,Zaid,Flood,Organic,87.6,26.5,45.7,56,3.52
Rice,Sandy,West,Kharif,Sprinkler,Organic,156.6,22.9,63.7,50,5.59
Maize,Clay,East,Kharif,Flood,Chemical,99.3,28,61.8,92,5.6
Sugarcane,Clay,West,Zaid,Drip,Chemical,113,21.6,87,100,5.31
Rice,Sandy,North,Kharif,Sprinkler,Mixed,,25.1,73.2,68,5.57
Maize,Loamy,East,Zaid,Flood,Mixed,134.2,23.8,53.9,48,4.96
Wheat,Sandy,West,Kharif,Drip,Organic,70.3,25,62.3,68,4.75
Wheat,Sandy,East,Rabi,Drip,Chemical,121.9,26.7,86.7,93,4.61
Wheat,Clay,West,Kharif,Flood,Chemical,157.8,22.9,,49,5.72
Wheat,Loamy,South,Zaid,Sprinkler,Organic,116.8,33.3,,61,5.6
Sugarcane,Clay,East,Kharif,Flood,Chemical,122.1,,64.8,40,4.83
Sugarcane,Loamy,South,Zaid,Sprinkler,Chemical,135.7,34.2,65.2,77,5.84
Sugarcane,Clay,West,Rabi,Flood,Organic,125.6,26.4,61.5,53,4.84
Wheat,Sandy,North,Zaid,Flood,Chemical,93.9,24.8,47.5,55,5.16
Wheat,Loamy,South,Rabi,Flood,Mixed,128.7,34,,49,4.75
Rice,Sandy,North,Zaid,Drip,Organic,164.8,24.7,84.7,98,5.44
Maize,Loamy,East,Kharif,Sprinkler,Chemical,93.2,26.3,63.4,79,5.61
Rice,Silty,North,Zaid,Drip,Organic,116.9,,66.8,115,4.66
Maize,Sandy,South,Zaid,Drip,Organic,81.6,22,69.7,71,4.72
Wheat,Clay,West,Zaid,Drip,Mixed,162.9,29.8,94.6,57,5.19
Cotton,,South,Zaid,Sprinkler,Chemical,126.8,29.3,68.1,56,4.59
Rice,Loamy,North,Kharif,Sprinkler,Organic,,32.1,81.1,116,5.81
Wheat,Loamy,North,Zaid,Flood,Chemical,133.2,30.6,60.8,87,5.06
Cotton,Silty,North,Rabi,Drip,Organic,87.9,32.2,64.9,66,4.89
Sugarcane,Silty,West,Rabi,Sprinkler,Chemical,93.8,26.6,68.2,92,5.28
Wheat,Loamy,East,Kharif,Flood,Organic,78.9,23.5,58.7,84,4.26
Maize,,West,Zaid,,Chemical,92.7,35.4,65.6,49,5.19
Sugarcane,Loamy,North,Zaid,Drip,Chemical,177.5,20.9,78.7,96,6.56
Cotton,Clay,South,Kharif,Flood,Chemical,104.3,21.3,58.4,,4.88
Sugarcane,Clay,North,Kharif,Drip,Chemical,146.3,29.3,68,55,6.36
Maize,Clay,South,Kharif,Sprinkler,Organic,100.7,33.5,76.5,97,6.38
Rice,Sandy,East,Zaid,Sprinkler,Organic,156.6,27.8,58.1,75,6.29
Cotton,Loamy,West,Zaid,Flood,Organic,94.1,31,81.1,57,4.19
Wheat,Silty,South,Rabi,,Chemical,131.4,19,68.9,45,3.49
Rice,Sandy,West,Kharif,Flood,Chemical,131.8,25,66,87,5.82
Cotton,Silty,East,Kharif,Flood,Mixed,211.5,19.5,43.9,95,7.72
Cotton,Loamy,South,Zaid,Sprinkler,Organic,152.1,30.1,63.5,56,5.59
Wheat,Sandy,West,Kharif,,Organic,,20.8,72.5,73,2.16
Maize,Silty,South,Zaid,Drip,Mixed,154,,88.9,67,6.19
Rice,Loamy,North,Kharif,Sprinkler,Mixed,204.8,29.1,74.8,111,7.97
Maize,Silty,West,Zaid,Drip,Mixed,73,31.2,81.5,103,4.79
Sugarcane,Clay,West,Rabi,Flood,Organic,100.5,26.4,53.5,61,5.5
Wheat,Silty,North,Zaid,Flood,Organic,121.7,29.3,66.5,81,5.88
Sugarcane,Clay,West,Rabi,Flood,Organic,115.4,29.2,82.6,113,5.38
Maize,Silty,West,Kharif,Flood,Organic,118.4,26.1,57.3,67,6.11
Cotton,Loamy,West,Zaid,Drip,Mixed,84.4,22.6,79.6,51,3.14
Maize,Clay,South,Zaid,Flood,Mixed,,29.3,76.8,63,5.83
Rice,Clay,East,Kharif,Sprinkler,Mixed,80.2,29.5,71.3,88,4.76
Cotton,Loamy,East,Kharif,Flood,Mixed,123,30.6,64.1,119,5.46
Cotton,Clay,East,Rabi,Flood,Chemical,166.6,28.2,56.2,64,5.99
Wheat,Clay,East,Zaid,Sprinkler,Chemical,128.9,22.3,89.3,44,5.72
Cotton,Loamy,East,Rabi,Drip,Mixed,95.7,,75.6,54,5.43
Cotton,Sandy,East,Rabi,,Mixed,82.8,27,,73,5.28
Rice,Sandy,East,Kharif,Sprinkler,Chemical,122,25.1,63,47,3.36
Sugarcane,Silty,East,Rabi,Flood,Mixed,103.5,25.8,68.5,42,3.29
Cotton,Sandy,North,Rabi,Sprinkler,Chemical,137.2,24.2,70,92,5.95
Rice,Loamy,North,Kharif,Sprinkler,Chemical,80.9,30.6,,105,5.18
Wheat,Loamy,West,Zaid,Sprinkler,Mixed,,21.3,,58,4.97
Cotton,Clay,West,Rabi,,Chemical,134,23,58.6,81,7.03
Rice,Clay,East,Zaid,,Mixed,136.6,25.7,50.4,85,5.79
Cotton,Loamy,North,Kharif,Drip,Chemical,,33.5,69,93,6.8
Maize,Silty,West,Rabi,Sprinkler,Organic,114.7,31.2,47,118,6.74
Maize,Sandy,North,Zaid,Sprinkler,Organic,104.6,20.4,64.1,110,5.61
Wheat,Sandy,South,Kharif,Flood,Chemical,110.8,32.4,61.9,65,6.87
Cotton,Loamy,South,Zaid,Flood,Chemical,123.3,,73.9,118,5.3
Wheat,Silty,North,Rabi,Drip,Chemical,126.8,22.3,91.8,42,4.12
Maize,Loamy,West,Rabi,Drip,Mixed,100.9,16.9,44.7,116,4.78
Sugarcane,Clay,East,Rabi,Sprinkler,Organic,59.2,26.7,95.3,51,5.15
Sugarcane,Clay,South,Kharif,Flood,Organic,110.4,31.5,65.2,49,5.14
Sugarcane,Silty,East,Zaid,Drip,Mixed,142.6,33.4,72.2,49,4.49
Sugarcane,Clay,North,Zaid,Drip,Chemical,134.8,23.5,51,49,4.21
Maize,Loamy,South,Kharif,Drip,Chemical,172,34,80,77,7.02
Rice,Clay,East,Kharif,Sprinkler,Organic,198.4,18.1,68.5,91,6.82
Sugarcane,Clay,South,Zaid,Flood,Chemical,156.6,25.5,67.3,99,7.41
Sugarcane,Loamy,West,Kharif,Flood,Chemical,178.4,25.3,44.8,41,5.4
Sugarcane,Loamy,North,Rabi,Sprinkler,Chemical,156.8,,68.9,63,5.88
Cotton,Loamy,North,Rabi,,Organic,189.8,32.2,78.1,50,5.93
Wheat,Clay,East,Rabi,Sprinkler,Chemical,194.8,30.8,65.2,51,5.33
Maize,Clay,West,Kharif,Sprinkler,Chemical,163.3,,82.1,99,6.15
Maize,Clay,South,Kharif,Drip,Organic,154.7,30.5,81.6,91,5.09
Sugarcane,Sandy,North,Kharif,Flood,Organic,122.8,29,60.3,56,5.3
Rice,Loamy,West,Kharif,,Mixed,128.6,20.3,87.1,64,5.62
Rice,Silty,South,Zaid,Drip,Mixed,118.2,18.7,68.5,,6.58
Wheat,,North,Zaid,Drip,Chemical,151.7,31.2,68.6,86,6.4
Sugarcane,Loamy,East,Rabi,Drip,Mixed,104.8,26.3,69.2,59,4.63
Cotton,Clay,South,Rabi,Flood,Mixed,123.3,21.9,68.8,114,7.22
Wheat,Loamy,West,Rabi,Sprinkler,Organic,47.6,26.2,36.4,55,4.5
Maize,Clay,South,Zaid,Drip,Chemical,190.3,28.5,65.8,63,7.18
Maize,Clay,East,Kharif,Drip,Mixed,122.3,26.7,51.6,95,6.89
Maize,Loamy,East,Zaid,Drip,Organic,145.9,20.8,,80,5.5
Sugarcane,Loamy,North,Kharif,Sprinkler,Mixed,181,34.5,87,45,5.7
Wheat,Clay,South,Kharif,Flood,Organic,140.5,31,78.2,104,6.69
Rice,Sandy,North,Rabi,Drip,Organic,180.6,25.7,,58,4.91
Wheat,Clay,East,Kharif,Drip,Chemical,86.5,25.8,55.9,95,4.26
Rice,Silty,West,Rabi,Sprinkler,Chemical,213.9,28.4,60.1,66,5.45
Sugarcane,Clay,West,Kharif,Flood,Organic,168,22.5,91.3,100,6.3
Sugarcane,Silty,South,Rabi,Sprinkler,Organic,137.3,28.3,59.7,111,5.97
Wheat,Loamy,South,Rabi,Drip,Chemical,179.9,21.7,39.7,101,5.41
Cotton,Sandy,East,Rabi,Drip,Organic,89.1,,80.4,113,5.71
Rice,Silty,East,Zaid,Flood,Mixed,119.9,,86,83,5.24
Wheat,Loamy,West,Zaid,Flood,Mixed,180.5,22.5,87.9,45,6.42
Rice,Silty,North,Kharif,,Organic,64.7,33.6,,82,6.02
Wheat,Clay,North,Kharif,Sprinkler,Chemical,149.6,27.2,,76,6.12
Maize,Clay,South,Zaid,Flood,Organic,148.6,27.8,68.6,97,5.59
Sugarcane,Sandy,South,Kharif,Sprinkler,Chemical,198.9,19,43.1,59,6.44
Maize,Sandy,South,Kharif,,Mixed,74.6,24.6,68.3,95,4.95
Cotton,Loamy,West,Kharif,Sprinkler,Organic,186.3,28.8,75.5,75,6.05
Maize,Silty,North,Kharif,Flood,Organic,110.4,27.8,66.4,93,4.8
Wheat,Sandy,West,Kharif,Sprinkler,Organic,114.4,18.4,65.8,73,4.55
Wheat,Silty,East,Zaid,Flood,Mixed,87.2,27.8,56.4,70,4.54
Rice,Clay,East,Kharif,Flood,Organic,91.9,28.5,56,57,5.12
Rice,Sandy,East,Kharif,Drip,Chemical,144.1,32.1,90.1,106,6.54
Sugarcane,Clay,North,Rabi,Drip,Chemical,91.1,24.4,90.5,45,5.65
Sugarcane,Silty,East,Zaid,Drip,Organic,155.9,18,68,58,5.77
Sugarcane,Silty,North,Zaid,Flood,Organic,106.8,23,71.4,74,5.3
Cotton,Silty,East,Rabi,Flood,Organic,87.5,22.6,56.2,52,3.98
Maize,,East,Rabi,Drip,Mixed,111.5,29.9,75.7,113,5.02
Cotton,Silty,East,Zaid,Drip,Mixed,141.8,16.1,89.1,67,4.68
Maize,Clay,South,Rabi,Sprinkler,Mixed,120.3,25.2,49.6,59,4.37
Cotton,Clay,South,Zaid,Sprinkler,Organic,131.2,32.7,73.6,60,2.95
Cotton,Silty,South,Zaid,Flood,Chemical,154.4,27,74.5,55,4.61
Cotton,Loamy,North,Zaid,Flood,Chemical,167.9,30.6,74.3,93,7.55
Cotton,Sandy,East,Rabi,Drip,Mixed,119.1,20.4,87.7,78,5.44
Wheat,Loamy,North,Kharif,Drip,Organic,93.5,20.6,92.4,58,4.07
Cotton,Sandy,South,Kharif,Sprinkler,Mixed,132.7,32.7,65.2,109,6.32
Rice,Clay,East,Zaid,Sprinkler,Organic,146.5,27.4,76.1,92,4.46
Cotton,Clay,North,Rabi,Flood,Chemical,78.9,27.4,69,72,4.84
Maize,Clay,West,Rabi,Sprinkler,Mixed,98.8,22.5,60.4,81,5.99
Sugarcane,Clay,South,Rabi,Sprinkler,Organic,104.8,27.4,71.2,92,5.3
Rice,Clay,North,Zaid,Drip,Organic,122.7,22.4,76.1,52,3.32
Sugarcane,,East,Zaid,Drip,Mixed,103.4,31.7,70.6,104,5.16
Sugarcane,Sandy,East,Rabi,Flood,Organic,154.7,37.9,57.4,,6.22
Rice,Silty,East,Rabi,Flood,Mixed,73.8,28.9,,42,4.1
Maize,Sandy,West,Rabi,Drip,Chemical,74.7,24.5,62.5,81,3.53
Maize,Sandy,South,Zaid,Flood,Chemical,,,57.9,110,7.57
Cotton,Silty,West,Kharif,Sprinkler,Mixed,,20.3,71.8,98,4.61
Cotton,Silty,South,Rabi,Sprinkler,Mixed,79.1,33.2,73,64,4.09
Sugarcane,Loamy,East,Rabi,Flood,Organic,108.8,22.9,79.8,71,4.1
Rice,Sandy,North,Kharif,Flood,Organic,116,25.5,57.7,87,4.61
Maize,Loamy,East,Kharif,Drip,Organic,116.2,29.6,61.1,58,4.46
Maize,Loamy,South,Rabi,Drip,Organic,135.3,32.9,86.7,105,6.46
Sugarcane,Silty,East,Zaid,Flood,Mixed,106.8,26.2,66,63,5.87
Rice,Loamy,West,Kharif,Flood,Chemical,181.7,25.4,68.4,57,5.51
Maize,Silty,West,Rabi,Drip,Mixed,147.1,27.3,65.9,47,4.33
Wheat,Silty,West,Zaid,Flood,Organic,101.8,24.5,81.6,95,5.73
Sugarcane,Silty,North,Zaid,Sprinkler,Mixed,133.3,24.7,82.1,42,5.18
Rice,Sandy,North,Rabi,Sprinkler,Mixed,134.3,28.6,81.4,104,6.24
Rice,Silty,West,Rabi,,Mixed,172.5,27.7,,117,7.13
Maize,Loamy,South,Rabi,Flood,Chemical,109,35.5,57.5,48,4.25
Maize,Silty,North,Zaid,Flood,Mixed,156.9,28.8,91.1,47,5.32
Sugarcane,Loamy,South,Kharif,Sprinkler,Chemical,131.5,31.6,78.3,114,5.97
Maize,Clay,West,Zaid,Flood,Chemical,182.2,22.7,,,6.44
Maize,Loamy,South,Kharif,Flood,Chemical,175.2,29.1,85.1,,7.79
Wheat,Clay,North,Kharif,Flood,Organic,136.9,24.1,61.6,109,6.29
Wheat,Sandy,East,Kharif,Flood,Mixed,120.8,28.6,84.9,51,4.78
Rice,Clay,North,Zaid,Flood,Mixed,147.7,29.8,85.7,,6.2
Sugarcane,Silty,South,Kharif,Flood,Mixed,,27.2,56.9,70,4.72
Sugarcane,Sandy,North,Zaid,Flood,Mixed,188.8,36.6,75,,6.64
Cotton,Sandy,East,Zaid,Sprinkler,Chemical,132.7,32.7,77.4,114,6.45
Cotton,Silty,South,Zaid,Flood,Mixed,115.8,31.7,99.4,91,5.08
Rice,Clay,West,Zaid,Drip,Organic,113.9,30.1,,65,5.64
Wheat,Clay,South,Kharif,Sprinkler,Chemical,87.5,34.1,85.2,114,5.39
Wheat,Silty,North,Rabi,Sprinkler,Organic,149.5,21.3,68.2,86,5.02
Rice,,North,Kharif,Flood,Organic,101.3,32.5,53.1,47,4.58
Rice,,North,Zaid,Drip,Chemical,168.4,23,66.6,71,6.02
Wheat,Clay,South,Zaid,,Chemical,84.7,24.7,68,,5.15
Rice,Loamy,North,Kharif,Drip,Mixed,134.5,29.2,55.3,91,6.44
Wheat,Loamy,South,Rabi,Flood,Chemical,170.3,31.9,71.7,108,6.48
Cotton,Loamy,West,Kharif,Flood,Chemical,,22.4,79.5,43,3.16
Sugarcane,Loamy,West,Zaid,Drip,Chemical,200.6,24.9,70.9,102,6.99
Cotton,Sandy,East,Rabi,Flood,Chemical,115.1,27.4,,,6.27
Maize,Loamy,West,Rabi,Sprinkler,Mixed,134.9,26.3,66.2,,6.77
Maize,Sandy,West,Rabi,Flood,Organic,150,30.4,67.9,92,6.23
Rice,Silty,East,Zaid,Flood,Chemical,155.4,40.7,70.6,65,5.15
Wheat,Silty,West,Kharif,Drip,Chemical,139.6,28.7,81.3,51,5.86
Maize,Clay,North,Rabi,Drip,Organic,164.9,24.1,71.3,115,6.15
Maize,Loamy,West,Rabi,Sprinkler,Mixed,148.2,,51.2,73,7.51
Wheat,Silty,South,Rabi,Drip,Chemical,191.6,25.7,61.3,67,6.79
Maize,Loamy,East,Kharif,Drip,Organic,148.3,23.2,70,98,5.17
Rice,,West,Zaid,Flood,Chemical,198.8,28.9,81.5,97,7.01
Wheat,Sandy,South,Kharif,Flood,Mixed,161.5,28.8,83.6,104,7.07
Cotton,Loamy,North,Zaid,Sprinkler,Mixed,66.8,25.1,89.3,110,4.87
Maize,Sandy,South,Zaid,Drip,Organic,,34.9,69.6,110,6.09
Cotton,Loamy,South,Zaid,Drip,Chemical,109.9,24.1,,53,3.79
Cotton,Loamy,West,Rabi,Flood,Organic,182.3,26.5,50.5,53,6.21
Sugarcane,Silty,West,Zaid,Drip,Chemical,130.9,29.6,73.2,56,3.6
Sugarcane,Silty,East,Rabi,Drip,Chemical,167.1,30.6,55.1,90,5.04
Cotton,Clay,West,Kharif,Sprinkler,Chemical,105.9,32.1,67.2,86,5.58
Sugarcane,Silty,South,Zaid,Sprinkler,Mixed,151.9,,104.4,108,6.21
Maize,Silty,South,Rabi,Sprinkler,Chemical,121.1,31.2,71.6,107,5.27
Sugarcane,Silty,West,Rabi,Sprinkler,Chemical,185.3,24.3,57.6,105,6.4
Cotton,Loamy,East,Rabi,Flood,Organic,145.4,30.7,72.9,46,3.81
Cotton,,East,Rabi,Sprinkler,Organic,162.8,30.6,61.8,95,6.62
Sugarcane,Sandy,South,Kharif,Flood,Mixed,54.3,33.1,56.5,108,4.15
Maize,Silty,East,Zaid,Sprinkler,Chemical,127,20.3,93.2,118,5.64
Cotton,Silty,West,Rabi,Sprinkler,Mixed,144.4,23.4,80.8,67,5.68
Rice,Clay,South,Kharif,Sprinkler,Chemical,137.8,,72.1,,5.8
Sugarcane,,North,Zaid,Flood,Chemical,163.6,16.4,63.3,72,5.01
Cotton,Silty,North,Zaid,Flood,Chemical,117.2,29,,52,3.15
Cotton,Clay,North,Rabi,Drip,Chemical,131.7,31.2,86.5,67,5.48
Maize,Clay,South,Kharif,Flood,Organic,171.3,24.7,71.7,60,5.76
Sugarcane,Silty,East,Rabi,Flood,Organic,50.2,25.3,31,112,4.53
Wheat,Sandy,West,Rabi,Flood,Chemical,150.6,22.7,97.1,54,4.38
Wheat,Clay,North,Rabi,Drip,Chemical,118.3,24.9,70.2,50,4.72
Maize,Loamy,West,Kharif,Flood,Chemical,98.1,25,72.1,86,5.52
Cotton,Clay,East,Rabi,Drip,Chemical,141.8,24.3,,85,5.82
Sugarcane,Silty,North,Rabi,Drip,Organic,173,24,73.6,84,7.5
Maize,Clay,South,Rabi,Flood,Mixed,166.4,,77,51,6.05
Cotton,Sandy,South,Kharif,Drip,Chemical,125.3,25.9,62.9,79,5.34
Maize,Clay,West,Kharif,Flood,Organic,160.7,34.5,53.2,114,7.06
Sugarcane,Silty,West,Kharif,Sprinkler,Chemical,160.4,25.4,71.4,47,5.34
Cotton,Silty,West,Rabi,Drip,Mixed,126.9,28.4,85.2,103,5.96
Maize,Sandy,East,Kharif,Drip,Mixed,105.7,24.7,60.2,50,5.55
Sugarcane,Silty,South,Kharif,Flood,Organic,107.8,24.6,59.3,58,3.99
Wheat,Sandy,South,Rabi,Flood,Mixed,159.3,20.2,82.7,111,6.42
Sugarcane,Clay,West,Zaid,Sprinkler,Chemical,128.5,20.7,62.5,63,5.95
Wheat,Sandy,North,Zaid,Flood,Chemical,,22.2,63.1,81,5.12
Rice,Silty,South,Kharif,Drip,Chemical,71,27.7,63.5,70,4.15
Sugarcane,Silty,North,Kharif,Sprinkler,Mixed,159.1,31.3,67.2,89,4.67
Cotton,Loamy,South,Zaid,Drip,Organic,110.9,19.9,49.1,72,3.07
Sugarcane,Sandy,South,Kharif,Sprinkler,Organic,141.6,24.8,61.5,75,7.22
Cotton,Loamy,North,Kharif,Drip,Chemical,173.4,21.5,70.8,105,6.78
Cotton,Sandy,South,Kharif,Sprinkler,Organic,84.2,25.9,70.7,84,4.44
Rice,,West,Rabi,Sprinkler,Mixed,128.4,,81.9,85,5.78
Wheat,Clay,East,Zaid,Sprinkler,Mixed,124,25.2,90.1,104,5.13
Wheat,Silty,West,Rabi,Sprinkler,Chemical,143.3,26.8,86.1,74,5.36
Rice,Silty,West,Rabi,Sprinkler,Mixed,173.4,32.8,79,105,5.77
Wheat,Loamy,West,Zaid,Sprinkler,Organic,83.5,28.8,66.2,97,4.01
Maize,Loamy,South,Kharif,Drip,Chemical,149.9,24,60.5,,4.67
Cotton,Loamy,West,Kharif,Drip,Chemical,166.1,27.6,68.2,76,4.72
Sugarcane,Silty,West,Rabi,Sprinkler,Organic,123.5,23.7,75,84,6.25
Maize,Sandy,West,Rabi,Flood,Organic,125.2,28.7,77.9,50,4.04
Sugarcane,Sandy,South,Zaid,Flood,Chemical,144.6,29.1,75.5,48,5.49
Sugarcane,Silty,North,Kharif,Sprinkler,Chemical,142.1,21.5,66.5,48,5.69
Sugarcane,Silty,East,Rabi,Flood,Organic,150.4,,77.4,90,6.05
Maize,Loamy,West,Zaid,Flood,Chemical,149.6,26.5,83.1,66,5.31
Rice,Loamy,West,Kharif,Sprinkler,Mixed,95.6,29.2,78.6,63,4.73
Sugarcane,Clay,East,Zaid,Drip,Organic,,30.3,67.6,88,5.8
Rice,Clay,North,Kharif,Sprinkler,Mixed,170.8,,58,71,6.89
Maize,Sandy,South,Kharif,Sprinkler,Chemical,136.5,25.8,57.7,50,6.51
Wheat,Loamy,East,Zaid,Drip,Chemical,77.7,30.7,59.8,84,5.89
Cotton,Clay,East,Zaid,Flood,Mixed,126,23.5,71.1,84,3.74
Cotton,Loamy,South,Rabi,Flood,Chemical,136.8,21.7,74.2,51,4.56
Wheat,,South,Zaid,Drip,Mixed,89.9,14.2,51,61,4.19
Rice,Loamy,North,Zaid,Sprinkler,Organic,117.4,26.7,62,58,5.28
Maize,Loamy,South,Kharif,Drip,Organic,80.7,23.7,70.9,95,3.63
Maize,Sandy,East,Rabi,Drip,Chemical,151.3,28.6,57.2,,4.01
Sugarcane,Clay,North,Rabi,Drip,Organic,135.8,19.1,73.2,42,5.69
Rice,Clay,West,Rabi,Sprinkler,Organic,72.4,24.4,,61,3.78
Sugarcane,Clay,North,Rabi,Drip,Chemical,142.3,28.9,59.3,77,4.43
Maize,,East,Zaid,Drip,Mixed,,22.9,68.6,101,4.93
Sugarcane,Silty,South,Zaid,Sprinkler,Organic,148.1,,,44,5.37
Rice,Sandy,West,Kharif,Sprinkler,Mixed,,24.8,57.8,110,5.22
Wheat,Sandy,West,Kharif,Drip,Chemical,101.9,,65.1,66,5.04
Wheat,Sandy,East,Zaid,Sprinkler,Organic,103,29.4,73.6,67,4.03
Rice,Sandy,East,Kharif,Drip,Organic,,30.8,58.9,41,2.98
Sugarcane,Loamy,East,Kharif,Flood,Mixed,130.7,27.4,48.1,62,6.33
Wheat,Silty,East,Kharif,Sprinkler,Organic,135.2,23.7,49.6,77,5.79
Rice,Loamy,North,Rabi,Flood,Chemical,123.3,25.2,63,90,5.33
Wheat,Clay,South,Rabi,Drip,Mixed,115.2,29.5,52.2,101,5.26
Sugarcane,Sandy,North,Kharif,Flood,Chemical,117.7,22.9,63.8,81,6.43
Cotton,Clay,South,Zaid,Sprinkler,Organic,217.8,26.3,88,48,6.68
Cotton,Loamy,East,Rabi,Drip,Organic,103,25.5,,71,5.84
Cotton,Silty,North,Rabi,Flood,Mixed,110.5,26.6,64.6,98,5.14
Cotton,Loamy,North,Rabi,Drip,Chemical,245.3,23,93.6,91,7.42
Cotton,Loamy,West,Zaid,Drip,Organic,144.7,19.6,72.9,86,5.99
Wheat,,South,Kharif,Flood,Organic,81.7,,63.6,80,4.32
Sugarcane,Sandy,North,Kharif,Drip,Chemical,159.5,30.9,66.1,80,5.8
Cotton,Loamy,East,Kharif,Sprinkler,Organic,98.1,19.8,73.2,119,5.17
Cotton,Silty,East,Rabi,Drip,Chemical,161.8,28.5,,87,6.44
Rice,Silty,West,Zaid,Drip,Organic,122.6,31.3,61.6,87,4.39
Sugarcane,Loamy,West,Rabi,Drip,Mixed,114.6,29.4,58.9,66,5.42
Rice,Clay,West,Rabi,Drip,Chemical,186.3,,51.5,79,6.57
Wheat,Clay,East,Zaid,Sprinkler,Mixed,149.8,23.2,69.2,96,5.89
Sugarcane,Loamy,South,Kharif,Sprinkler,Organic,,27.3,51.1,108,6.97
Rice,Loamy,West,Rabi,Drip,Chemical,145.2,,62.4,102,5.9
Wheat,Loamy,South,Kharif,Sprinkler,Organic,114.4,27.4,57.1,92,5.01
Cotton,Loamy,South,Rabi,Drip,Chemical,151.4,26.3,80.9,102,6.72
Rice,Clay,West,Zaid,Sprinkler,Mixed,172.3,22.7,,42,5.77
Sugarcane,Clay,West,Zaid,,Organic,134.7,28.7,72.8,61,4.78
Maize,Loamy,South,Rabi,Flood,Mixed,193.1,28.9,48.8,59,5.55
Wheat,,East,Kharif,Flood,Chemical,159.8,27.8,69.6,92,6.07
Sugarcane,Loamy,West,Rabi,Drip,Mixed,137.4,27.4,53.6,100,5.61
Maize,Silty,West,Kharif,Drip,Organic,138.8,33.7,62.9,51,6.12
Rice,Loamy,North,Rabi,Flood,Mixed,134.8,24.5,94.5,55,5.3
Cotton,Silty,East,Rabi,Drip,Chemical,86.2,32.1,79.2,79,4.73
Maize,Sandy,North,Kharif,Flood,Organic,126.8,24.1,66.5,117,5.41
Wheat,Silty,West,Zaid,Sprinkler,Organic,137.7,,106.4,40,5.32
Cotton,,North,Zaid,Drip,Mixed,115.4,31.9,,110,5.29
Maize,,West,Rabi,,Mixed,141.8,25.8,82,55,4.67
Cotton,Sandy,North,Zaid,Sprinkler,Organic,130.7,33.6,49.6,61,5.6
Sugarcane,Clay,South,Rabi,,Chemical,157.1,28.9,,90,6.41
Cotton,Loamy,North,Zaid,Sprinkler,Mixed,153.2,23.5,51.8,98,4.15
Cotton,Clay,West,Rabi,Drip,Chemical,135.9,25.5,71.1,109,6.05
Rice,Clay,South,Kharif,,Organic,82.1,31.5,68.7,40,4
